Raw ID,Work,Region,Source level,Parent,Subdivision,Order,Volume,Exact source label,Source,Notes
EAST-00001,芝峰類說,朝鮮,部門,,,1,卷一,天文部,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 2）。
EAST-00002,芝峰類說,朝鮮,子目,天文部,天,1,卷一,天,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00003,芝峰類說,朝鮮,子目,天文部,日月,2,卷一,日月,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00004,芝峰類說,朝鮮,子目,天文部,星,3,卷一,星,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00005,芝峰類說,朝鮮,子目,天文部,風雲,4,卷一,風雲,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00006,芝峰類說,朝鮮,子目,天文部,雨雪,5,卷一,雨雪,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00007,芝峰類說,朝鮮,子目,天文部,虹,6,卷一,虹,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00008,芝峰類說,朝鮮,子目,天文部,雷,7,卷一,雷,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00009,芝峰類說,朝鮮,子目,天文部,火,8,卷一,火,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「天文部」見於同卷。
EAST-00010,芝峰類說,朝鮮,部門,,,2,卷一,時令部,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 2）。
EAST-00011,芝峰類說,朝鮮,子目,時令部,歲時,1,卷一,歲時,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「時令部」見於同卷。
EAST-00012,芝峰類說,朝鮮,子目,時令部,節序,2,卷一,節序,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「時令部」見於同卷。
EAST-00013,芝峰類說,朝鮮,子目,時令部,晝夜,3,卷一,晝夜,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「時令部」見於同卷。
EAST-00014,芝峰類說,朝鮮,部門,,,3,卷一,災異部,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 2）。
EAST-00015,芝峰類說,朝鮮,子目,災異部,災眚,1,卷一,災眚,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「災異部」見於同卷。
EAST-00016,芝峰類說,朝鮮,子目,災異部,饑荒,2,卷一,饑荒,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「災異部」見於同卷。
EAST-00017,芝峰類說,朝鮮,子目,災異部,人異,3,卷一,人異,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「災異部」見於同卷。
EAST-00018,芝峰類說,朝鮮,子目,災異部,物異,4,卷一,物異,https://zh.wikisource.org/wiki/芝峰類說/卷一,依維基文庫該卷章節標題（level 3）。上層標目「災異部」見於同卷。
EAST-00019,芝峰類說,朝鮮,部門,,,4,卷二,地理部,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 2）。
EAST-00020,芝峰類說,朝鮮,子目,地理部,地,1,卷二,地,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00021,芝峰類說,朝鮮,子目,地理部,山,2,卷二,山,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00022,芝峰類說,朝鮮,子目,地理部,水,3,卷二,水,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00023,芝峰類說,朝鮮,子目,地理部,海,4,卷二,海,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00024,芝峰類說,朝鮮,子目,地理部,島,5,卷二,島,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00025,芝峰類說,朝鮮,子目,地理部,井,6,卷二,井,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00026,芝峰類說,朝鮮,子目,地理部,田,7,卷二,田,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「地理部」見於同卷。
EAST-00027,芝峰類說,朝鮮,部門,,,5,卷二,諸國部,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 2）。
EAST-00028,芝峰類說,朝鮮,子目,諸國部,本國,1,卷二,本國,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「諸國部」見於同卷。
EAST-00029,芝峰類說,朝鮮,子目,諸國部,外國,2,卷二,外國,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「諸國部」見於同卷。
EAST-00030,芝峰類說,朝鮮,子目,諸國部,北虜,3,卷二,北虜,https://zh.wikisource.org/wiki/芝峰類說/卷二,依維基文庫該卷章節標題（level 3）。上層標目「諸國部」見於同卷。
